Date,Vehicle_ID,Vehicle_Type,Driver_ID,City,State,Fuel_Type,Fuel_Quantity_Liters,Fuel_Price_Per_Liter_INR,Total_Fuel_Cost_INR,Distance_KM,Mileage_KMPL,Maintenance_Cost_INR,Department,Route_Type,Is_Fraud
2025-06-26,VH1109,Car,DR0509,Mumbai,Maharashtra,CNG,9.87,76.72,757.23,194.7,19.72,814.79,Operations,Mixed,0
2024-10-02,VH1110,Bus,DR0510,Chennai,Tamil Nadu,Petrol,4.53,103.87,470.53,34.9,7.7,990.7,Operations,Urban,0
2025-04-11,VH1111,Van,DR0511,Kolkata,West Bengal,Petrol,11.98,95.75,1147.09,186.1,15.54,1563.25,Logistics,Highway,0
2024-09-06,VH1112,Mini-Truck,DR0512,Chennai,Tamil Nadu,Diesel,10.28,88.0,904.64,95.4,9.28,1599.28,Administration,Urban,0
2025-01-05,VH1113,Truck,DR0513,Bengaluru,Karnataka,Petrol,19.26,101.69,1958.55,131.0,6.8,2436.98,Logistics,Urban,0
2025-06-05,VH1114,Car,DR0514,Mumbai,Maharashtra,Petrol,4.1,101.06,414.35,85.2,20.77,1890.07,Operations,Mixed,0
2024-09-03,VH1115,Mini-Truck,DR0515,Hyderabad,Telangana,CNG,6.36,80.22,510.2,58.3,9.16,1305.2,Sales,Urban,0
2024-07-16,VH1116,Bus,DR0516,Hyderabad,Telangana,Diesel,8.02,92.07,738.4,47.8,5.96,1120.28,Logistics,Urban,0
2024-06-14,VH1117,Mini-Truck,DR0517,Kolkata,West Bengal,Diesel,11.36,90.74,1030.81,138.2,12.17,1404.57,Maintenance,Mixed,0
2024-11-30,VH1118,Truck,DR0518,Delhi,Delhi,Petrol,20.28,95.85,1943.84,210.3,10.37,2016.39,Logistics,Highway,0
2024-01-05,VH1119,Bus,DR0519,Ahmedabad,Gujarat,Petrol,10.38,98.1,1018.28,46.0,4.43,737.64,Maintenance,Urban,0
2024-02-22,VH1120,SUV,DR0520,Pune,Maharashtra,Diesel,1.0,88.35,88.35,11.1,11.06,1319.97,Sales,Urban,0
2025-02-23,VH1121,Bus,DR0521,Bengaluru,Karnataka,Petrol,27.55,100.03,2755.83,192.0,6.97,608.68,Maintenance,Highway,0
2025-06-14,VH1122,Mini-Truck,DR0522,Hyderabad,Telangana,Diesel,16.5,89.5,1476.75,196.0,11.88,1063.79,Operations,Highway,0
2025-11-21,VH1123,Van,DR0523,Bengaluru,Karnataka,Diesel,18.33,94.89,1739.33,213.4,11.64,1434.99,Administration,Highway,0
2025-01-21,VH1124,Car,DR0524,Kolkata,West Bengal,Petrol,0.93,94.27,87.67,19.5,20.98,2009.53,Operations,Mixed,0
2025-10-25,VH1125,SUV,DR0525,Bengaluru,Karnataka,Diesel,5.82,94.28,548.71,65.0,11.17,1984.26,Maintenance,Urban,0
2024-01-21,VH1126,Van,DR0526,Pune,Maharashtra,Diesel,11.55,93.89,1084.43,159.9,13.85,1333.52,Maintenance,Mixed,0
2025-03-01,VH1127,Mini-Truck,DR0527,Delhi,Delhi,CNG,9.68,81.79,791.73,110.2,11.38,760.18,Operations,Mixed,0
2024-01-30,VH1128,Bus,DR0528,Ahmedabad,Gujarat,Diesel,16.03,92.71,1486.14,65.4,4.08,2212.55,Maintenance,Urban,0
2024-06-20,VH1129,Truck,DR0529,Kolkata,West Bengal,Petrol,12.6,98.77,1244.5,84.2,6.68,1416.27,Maintenance,Mixed,0
2024-04-19,VH1130,SUV,DR0530,Mumbai,Maharashtra,CNG,11.61,83.35,967.69,146.0,12.57,192.97,Maintenance,Mixed,0
2025-07-30,VH1131,Car,DR0531,Hyderabad,Telangana,Diesel,6.74,92.18,621.29,144.4,21.44,1279.12,Sales,Mixed,0
2024-08-26,VH1132,Car,DR0532,Pune,Maharashtra,CNG,8.59,78.25,672.17,120.2,13.99,2173.46,Administration,Urban,0
2024-02-24,VH1133,Car,DR0533,Ahmedabad,Gujarat,Petrol,10.17,101.04,1027.58,183.9,18.08,962.77,Sales,Highway,0
2024-07-21,VH1134,Van,DR0534,Delhi,Delhi,Petrol,14.78,102.62,1516.72,174.6,11.81,1321.57,Maintenance,Urban,0
2025-12-10,VH1135,Mini-Truck,DR0535,Delhi,Delhi,CNG,13.58,82.77,1124.02,127.2,9.37,1056.45,Administration,Mixed,0
2024-12-30,VH1136,Bus,DR0536,Chennai,Tamil Nadu,Diesel,17.26,87.49,1510.08,98.9,5.73,2126.35,Administration,Mixed,0
2024-06-04,VH1137,SUV,DR0537,Delhi,Delhi,Diesel,13.45,89.13,1198.8,141.8,10.54,1267.71,Sales,Mixed,0
2025-06-24,VH1138,Bus,DR0538,Pune,Maharashtra,Petrol,53.89,100.91,5438.04,256.0,4.75,1752.8,Logistics,Mixed,0
2025-06-23,VH1139,Car,DR0539,Mumbai,Maharashtra,Petrol,2.73,97.78,266.94,51.0,18.68,660.02,Administration,Urban,0
2025-06-23,VH1139,Car,DR0539,Mumbai,Maharashtra,Petrol,2.73,97.78,266.94,51.0,18.68,660.02,Administration,Urban,0
2025-05-06,VH1141,SUV,DR0541,Delhi,Delhi,Petrol,8.07,97.72,788.6,76.7,9.51,1413.88,Logistics,Mixed,0
2024-05-23,VH1142,Mini-Truck,DR0542,Hyderabad,Telangana,CNG,21.08,80.63,1699.68,183.0,8.68,817.19,Administration,Highway,0
2024-04-23,VH1143,Van,DR0543,Pune,Maharashtra,Diesel,10.8,87.45,944.46,170.5,15.79,224.79,Sales,Highway,0
2025-10-24,VH1144,SUV,DR0544,Kolkata,West Bengal,Petrol,11.15,96.79,1079.21,109.7,9.84,1643.55,Administration,Mixed,0
2025-05-12,VH1145,Van,DR0545,Mumbai,Maharashtra,Petrol,18.01,101.1,1820.81,210.5,11.69,1139.79,Maintenance,Highway,0
2024-10-09,VH1146,SUV,DR0546,Kolkata,West Bengal,Diesel,12.66,94.45,1195.74,160.5,12.68,2320.46,Administration,Highway,0
2024-12-26,VH1147,Bus,DR0547,Delhi,Delhi,CNG,7.71,84.45,651.11,40.5,5.25,1126.4,Administration,Urban,0
2024-05-24,VH1148,Mini-Truck,DR0548,Kolkata,West Bengal,Diesel,8.53,90.03,767.96,92.0,10.78,632.03,Administration,Urban,0
2025-06-11,VH1149,Bus,DR0549,Ahmedabad,Gujarat,CNG,34.7,83.72,2905.08,189.1,5.45,1049.78,Maintenance,Highway,0
2025-03-31,VH1150,Bus,DR0550,Delhi,Delhi,Petrol,27.45,94.21,2586.06,123.8,4.51,1169.93,Operations,Mixed,0
2024-02-07,VH1151,Car,DR0551,Chennai,Tamil Nadu,Diesel,7.11,89.2,634.21,155.0,21.81,1088.36,Operations,Mixed,0
2025-10-15,VH1152,Bus,DR0552,Kolkata,West Bengal,Diesel,9.01,92.44,832.88,52.9,5.87,892.93,Sales,Urban,0
2025-07-18,VH1153,Bus,DR0553,Delhi,Delhi,Diesel,28.1,88.5,2486.85,147.5,5.25,2210.58,Operations,Highway,0
2025-05-07,VH1154,Car,DR0554,Mumbai,Maharashtra,Diesel,8.22,91.12,749.01,163.4,19.88,809.97,Sales,Mixed,0
2024-04-29,VH1155,SUV,DR0555,Chennai,Tamil Nadu,Diesel,9.37,89.25,836.27,121.9,13.01,2356.24,Logistics,Mixed,0
2025-06-19,VH1156,Van,DR0556,Delhi,Delhi,Petrol,14.98,103.05,1543.69,210.4,14.05,906.4,Sales,Highway,0
2024-03-25,VH1157,Bus,DR0557,Bengaluru,Karnataka,Petrol,23.28,96.86,2254.9,180.9,7.77,1257.73,Operations,Mixed,0
2024-08-16,VH1158,SUV,DR0558,Delhi,Delhi,Diesel,6.8,89.49,608.53,67.9,9.98,1325.89,Maintenance,Urban,0
2024-02-06,VH1159,Mini-Truck,DR0559,Delhi,Delhi,CNG,26.86,75.99,2041.09,233.7,8.7,2234.22,Sales,Highway,0
2024-02-01,VH1160,Truck,DR0560,Pune,Maharashtra,Diesel,31.94,87.78,2803.69,276.6,8.66,752.27,Administration,Highway,0
2024-02-01,VH1160,Truck,DR0560,Pune,Maharashtra,Diesel,31.94,87.78,2803.69,276.6,8.66,752.27,Administration,Highway,0
2024-04-25,VH1162,Bus,DR0562,Hyderabad,Telangana,Petrol,33.79,96.37,3256.34,270.0,7.99,911.3,Operations,Highway,0
2024-08-07,VH1163,Truck,DR0563,Hyderabad,Telangana,Diesel,21.69,87.63,1900.69,119.3,5.5,1253.33,Administration,Urban,0
2025-05-20,VH1164,Bus,DR0564,Bengaluru,Karnataka,Diesel,26.11,94.4,2464.78,135.0,5.17,997.95,Maintenance,Urban,0
2025-08-12,VH1165,Mini-Truck,DR0565,Chennai,Tamil Nadu,Petrol,19.86,99.04,1966.93,241.9,12.18,1219.43,Logistics,Highway,0
2024-10-05,VH1166,Mini-Truck,DR0566,Mumbai,Maharashtra,CNG,5.73,75.42,432.16,66.4,11.59,1710.98,Sales,Urban,0
2025-02-24,VH1167,Car,DR0567,Chennai,Tamil Nadu,Diesel,4.5,93.55,420.97,84.8,18.86,835.48,Maintenance,Urban,0
2025-11-14,VH1168,Car,DR0568,Ahmedabad,Gujarat,Diesel,4.17,85.95,358.41,55.0,13.19,1789.71,Logistics,Urban,0
2024-01-26,VH1169,Van,DR0569,Mumbai,Maharashtra,Diesel,11.99,89.52,1073.34,127.2,10.61,809.01,Maintenance,Mixed,0
2024-04-12,VH1170,SUV,DR0570,Delhi,Delhi,CNG,8.33,76.8,639.74,102.8,12.34,1697.21,Sales,Urban,0
2024-05-28,VH1171,SUV,DR0571,Pune,Maharashtra,CNG,12.85,79.14,1016.95,122.3,9.52,1725.16,Administration,Mixed,0
2024-02-16,VH1172,Bus,DR0572,Hyderabad,Telangana,Petrol,18.86,102.3,1929.38,96.2,5.1,1142.32,Maintenance,Mixed,0
2025-03-21,VH1173,Mini-Truck,DR0573,Bengaluru,Karnataka,Petrol,5.3,101.48,537.84,68.2,12.87,968.57,Logistics,Urban,0
2024-03-03,VH1174,SUV,DR0574,Pune,Maharashtra,Diesel,19.94,93.63,1866.98,222.3,11.15,1217.16,Maintenance,Highway,0
2024-08-28,VH1175,Truck,DR0575,Pune,Maharashtra,Diesel,16.97,92.01,1561.41,115.4,6.8,1125.35,Maintenance,Mixed,0
2024-09-15,VH1176,Car,DR0576,Chennai,Tamil Nadu,Diesel,10.27,85.88,881.99,209.3,20.38,1324.34,Operations,Highway,0
2025-08-21,VH1177,Car,DR0577,Ahmedabad,Gujarat,Petrol,8.58,100.07,858.6,126.4,14.74,2005.15,Sales,Mixed,0
2024-01-01,VH1178,Bus,DR0578,Ahmedabad,Gujarat,Petrol,32.52,94.25,3065.01,241.6,7.43,1576.82,Operations,Highway,0
2025-12-28,VH1179,Mini-Truck,DR0579,Delhi,Delhi,Diesel,27.17,85.24,2315.97,279.9,10.3,1347.87,Operations,Highway,0
2025-04-08,VH1180,Bus,DR0580,Delhi,Delhi,Diesel,20.04,86.75,1738.47,151.5,7.56,1264.86,Administration,Mixed,0
2024-11-09,VH1181,Truck,DR0581,Hyderabad,Telangana,Petrol,16.11,102.75,1655.3,168.7,10.47,257.17,Maintenance,Mixed,0
2025-12-31,VH1182,Car,DR0582,Bengaluru,Karnataka,Petrol,5.59,96.56,539.77,117.6,21.05,435.11,Logistics,Urban,0
2024-01-09,VH1183,SUV,DR0583,Delhi,Delhi,Petrol,12.68,102.23,1296.28,122.9,9.69,1272.6,Sales,Mixed,0
2024-11-27,VH1184,Mini-Truck,DR0584,Delhi,Delhi,Diesel,5.83,93.65,545.98,77.6,13.31,1164.4,Logistics,Urban,0
2025-08-21,VH1185,Van,DR0585,Hyderabad,Telangana,Diesel,13.26,86.48,1146.72,183.2,13.82,362.21,Sales,Mixed,0
2025-12-17,VH1186,Van,DR0586,Delhi,Delhi,Diesel,3.58,89.03,318.73,37.4,10.46,1621.24,Operations,Urban,0
2024-06-28,VH1187,Bus,DR0587,Mumbai,Maharashtra,CNG,39.79,80.69,3210.66,224.4,5.64,816.77,Operations,Highway,0
2024-06-29,VH1188,Car,DR0588,Kolkata,West Bengal,Diesel,4.99,91.99,459.03,105.0,21.04,1622.26,Maintenance,Mixed,0
2024-09-13,VH1189,SUV,DR0589,Delhi,Delhi,Petrol,45.2,94.42,4267.78,143.6,8.97,1504.97,Operations,Mixed,1
2024-05-06,VH1190,Truck,DR0590,Pune,Maharashtra,Diesel,14.47,85.85,1242.25,168.0,11.61,1216.25,Sales,Highway,0
2024-05-24,VH1191,Car,DR0591,Bengaluru,Karnataka,Diesel,6.25,92.07,575.44,130.8,20.93,1503.04,Logistics,Mixed,0
2025-10-11,VH1192,Mini-Truck,DR0592,Mumbai,Maharashtra,Petrol,13.95,96.15,1341.29,115.1,8.25,655.48,Operations,Mixed,0
2024-08-16,VH1193,Truck,DR0593,Hyderabad,Telangana,CNG,1.24,83.71,103.8,13.7,11.09,2132.14,Maintenance,Urban,0
2024-07-13,VH1194,Truck,DR0594,Hyderabad,Telangana,Petrol,13.39,98.95,1324.94,138.0,10.31,951.73,Operations,Mixed,0
2025-07-28,VH1195,Truck,DR0595,Delhi,Delhi,Petrol,39.17,99.8,3909.17,239.7,6.12,1728.62,Administration,Highway,0
2025-12-17,VH1196,Mini-Truck,DR0596,Pune,Maharashtra,Petrol,10.51,100.27,1053.84,98.1,9.33,1737.26,Maintenance,Mixed,0
2024-06-13,VH1197,Car,DR0597,Kolkata,West Bengal,Diesel,6.93,86.31,598.13,100.0,14.42,1030.3,Administration,Urban,0
2025-11-09,VH1198,Bus,DR0598,Kolkata,West Bengal,Diesel,32.23,92.4,2978.05,241.1,7.48,1400.4,Sales,Highway,0
2024-10-22,VH1199,Bus,DR0599,Ahmedabad,Gujarat,Diesel,29.81,91.26,2720.46,122.8,4.12,1490.84,Logistics,Mixed,0
2025-06-19,VH1000,Bus,DR0500,Hyderabad,Telangana,CNG,19.59,80.32,1573.47,106.4,5.43,1573.77,Sales,Urban,0
2024-02-01,VH1001,Bus,DR0501,Delhi,Delhi,Diesel,16.83,94.89,1597.0,107.9,6.41,1640.26,Administration,Urban,0
2025-07-23,VH1002,Van,DR0502,Mumbai,Maharashtra,Diesel,10.46,91.24,954.37,156.4,14.95,681.15,Logistics,Urban,0
2025-07-11,VH1003,Truck,DR0503,Mumbai,Maharashtra,Petrol,16.89,101.9,1721.09,97.6,5.78,687.14,Administration,Mixed,0
2025-10-10,VH1004,Car,DR0504,Mumbai,Maharashtra,Diesel,3.42,88.37,302.23,51.1,14.96,1383.3,Operations,Urban,0
2024-10-21,VH1005,SUV,DR0505,Mumbai,Maharashtra,Diesel,11.78,94.57,1114.03,164.5,13.97,1575.0,Maintenance,Highway,0
2024-10-30,VH1006,Van,DR0506,Kolkata,West Bengal,CNG,1.72,81.16,139.6,18.5,10.78,1400.72,Operations,Urban,0
2025-01-31,VH1007,SUV,DR0507,Kolkata,West Bengal,Petrol,24.8,103.58,2568.78,198.9,8.02,999.44,Maintenance,Highway,0
2025-04-19,VH1008,Truck,DR0508,Bengaluru,Karnataka,Diesel,15.75,86.86,1368.05,166.2,10.55,1112.81,Administration,Highway,0
2025-05-15,VH1009,Van,DR0509,Kolkata,West Bengal,Petrol,3.8,102.27,388.63,46.4,12.22,1000.61,Logistics,Urban,0
2025-05-29,VH1010,SUV,DR0510,Ahmedabad,Gujarat,Petrol,6.68,103.31,690.11,80.6,12.07,1510.04,Operations,Urban,0
2024-07-10,VH1011,SUV,DR0511,Bengaluru,Karnataka,Diesel,18.18,92.93,1689.47,205.1,11.28,584.51,Logistics,Mixed,0
2025-01-29,VH1012,Truck,DR0512,Delhi,Delhi,Diesel,19.54,89.31,1745.12,152.6,7.81,1730.88,Logistics,Mixed,0
2025-04-15,VH1013,Van,DR0513,Pune,Maharashtra,Diesel,5.86,87.76,514.27,64.7,11.05,1570.06,Administration,Urban,0
2025-12-05,VH1014,Van,DR0514,Delhi,Delhi,Diesel,5.7,92.74,528.62,75.1,13.17,1571.57,Operations,Urban,0
2025-07-27,VH1015,Car,DR0515,Hyderabad,Telangana,Petrol,10.82,103.75,1122.58,221.5,20.48,575.22,Logistics,Highway,0
2024-12-14,VH1016,SUV,DR0516,Bengaluru,Karnataka,Petrol,17.12,97.26,1665.09,189.4,11.06,732.58,Sales,Mixed,0
2025-07-02,VH1017,Mini-Truck,DR0517,Delhi,Delhi,Petrol,13.62,103.65,1411.71,153.4,11.26,982.38,Maintenance,Mixed,0
2024-07-24,VH1018,Bus,DR0518,Mumbai,Maharashtra,Diesel,31.6,92.26,2915.42,138.4,4.38,1177.48,Operations,Mixed,0
2025-03-19,VH1019,Bus,DR0519,Hyderabad,Telangana,Diesel,23.07,89.37,2061.77,103.8,4.5,1242.36,Sales,Urban,0
2025-11-13,VH1020,Car,DR0520,Mumbai,Maharashtra,Diesel,2.94,88.31,259.63,63.9,21.77,1614.57,Operations,Urban,0
2024-08-14,VH1021,Mini-Truck,DR0521,Pune,Maharashtra,Petrol,4.2,104.13,437.35,51.8,12.34,2170.35,Operations,Urban,0
2025-01-16,VH1022,Bus,DR0522,Kolkata,West Bengal,Diesel,38.33,87.11,3338.93,164.8,4.3,480.2,Logistics,Mixed,0
2024-08-21,VH1023,SUV,DR0523,Mumbai,Maharashtra,Diesel,15.5,93.49,1449.1,181.4,11.7,973.78,Logistics,Highway,0
2024-07-06,VH1024,Bus,DR0524,Chennai,Tamil Nadu,Diesel,61.12,85.29,5212.92,272.0,4.45,868.88,Administration,Highway,0
2025-12-24,VH1025,Truck,DR0525,Kolkata,West Bengal,Diesel,9.0,92.73,834.57,103.8,11.53,1356.01,Sales,Urban,0
2025-08-09,VH1026,Car,DR0526,Mumbai,Maharashtra,Diesel,10.74,89.54,961.66,192.7,17.95,1368.5,Operations,Highway,0
2025-06-05,VH1027,Mini-Truck,DR0527,Hyderabad,Telangana,Diesel,12.13,87.32,1059.19,60.7,13.27,1500.22,Maintenance,Urban,1
2025-07-23,VH1028,Truck,DR0528,Bengaluru,Karnataka,Diesel,83.21,86.75,7218.47,192.0,8.32,1231.42,Sales,Highway,1
2025-12-19,VH1029,Truck,DR0529,Kolkata,West Bengal,Diesel,8.73,90.19,787.36,91.5,10.48,1782.68,Operations,Urban,0
2024-09-28,VH1030,Car,DR0530,Pune,Maharashtra,Petrol,0.12,103.47,12.42,2.4,19.53,1599.25,Administration,Urban,0
2024-02-28,VH1031,Mini-Truck,DR0531,Ahmedabad,Gujarat,Diesel,22.58,91.81,2073.07,185.8,8.23,2430.38,Logistics,Highway,0
2024-10-19,VH1032,SUV,DR0532,Chennai,Tamil Nadu,CNG,9.31,75.73,705.05,114.3,12.28,1962.32,Operations,Urban,0
2025-11-19,VH1033,SUV,DR0533,Pune,Maharashtra,Diesel,14.3,85.53,1223.08,197.2,13.79,1801.39,Sales,Highway,0
2024-03-21,VH1034,Truck,DR0534,Bengaluru,Karnataka,Petrol,0.62,94.14,58.37,7.0,11.29,1701.14,Administration,Urban,0
2025-07-21,VH1035,Mini-Truck,DR0535,Pune,Maharashtra,Diesel,19.72,91.35,1801.42,210.2,10.66,1151.34,Operations,Mixed,0
2024-12-03,VH1036,Mini-Truck,DR0536,Delhi,Delhi,Petrol,17.4,95.1,1654.74,174.3,10.02,69.48,Logistics,Highway,0
2025-04-17,VH1037,Truck,DR0537,Ahmedabad,Gujarat,CNG,19.86,76.76,1524.45,144.2,7.26,1908.41,Logistics,Urban,0
2024-12-01,VH1038,Van,DR0538,Mumbai,Maharashtra,Petrol,18.36,104.2,1913.11,193.5,10.54,1089.97,Maintenance,Highway,0
2025-10-31,VH1039,Car,DR0539,Delhi,Delhi,Diesel,5.81,92.97,540.16,104.3,17.96,279.04,Administration,Urban,0
2025-08-08,VH1040,Truck,DR0540,Chennai,Tamil Nadu,CNG,9.85,79.37,781.79,100.3,10.18,1153.99,Administration,Mixed,0
2025-01-27,VH1041,Bus,DR0541,Pune,Maharashtra,Diesel,23.27,94.3,2194.36,158.9,6.83,399.41,Sales,Highway,0
2024-05-22,VH1042,Truck,DR0542,Ahmedabad,Gujarat,Diesel,26.73,92.29,2466.91,254.5,9.52,1438.22,Operations,Highway,0
2025-05-23,VH1043,Car,DR0543,Kolkata,West Bengal,CNG,13.14,84.88,1115.32,219.4,16.7,1049.1,Sales,Highway,0
2025-02-17,VH1044,Car,DR0544,Mumbai,Maharashtra,Petrol,6.58,97.79,643.46,120.2,18.26,1423.35,Administration,Mixed,0
2025-02-17,VH1044,Car,DR0544,Mumbai,Maharashtra,Petrol,6.58,97.79,643.46,120.2,18.26,1423.35,Administration,Mixed,0
2025-02-08,VH1046,Bus,DR0546,Hyderabad,Telangana,Petrol,16.35,95.54,1562.08,103.8,6.35,893.39,Sales,Urban,0
2024-04-06,VH1047,Bus,DR0547,Ahmedabad,Gujarat,Diesel,16.61,94.86,1575.62,125.1,7.53,1376.18,Administration,Mixed,0
2024-01-24,VH1048,Bus,DR0548,Pune,Maharashtra,Diesel,11.79,88.24,1040.35,63.2,5.36,2231.03,Administration,Urban,0
2024-08-29,VH1049,Car,DR0549,Ahmedabad,Gujarat,Diesel,2.31,91.56,211.5,47.4,20.55,617.4,Logistics,Urban,0
2025-05-26,VH1050,Bus,DR0550,Chennai,Tamil Nadu,Diesel,17.92,89.64,1606.35,127.2,7.1,479.54,Sales,Urban,0
2025-05-07,VH1051,Van,DR0551,Ahmedabad,Gujarat,Petrol,2.01,102.42,205.86,31.6,15.73,1322.83,Logistics,Urban,0
2025-05-09,VH1052,Mini-Truck,DR0552,Mumbai,Maharashtra,CNG,6.72,78.13,525.03,76.9,11.44,1341.89,Logistics,Urban,0
2024-08-05,VH1053,Van,DR0553,Delhi,Delhi,Diesel,5.24,94.61,495.76,56.2,10.72,1390.59,Maintenance,Urban,0
2024-07-27,VH1054,Truck,DR0554,Chennai,Tamil Nadu,Petrol,8.79,99.81,877.33,69.3,7.88,1378.31,Sales,Urban,0
2025-08-31,VH1055,Truck,DR0555,Mumbai,Maharashtra,Petrol,26.14,102.59,2681.7,197.9,7.57,1387.68,Operations,Highway,0
2025-04-25,VH1056,Car,DR0556,Hyderabad,Telangana,Diesel,1.77,90.18,159.62,36.4,20.59,1465.69,Sales,Urban,0
2024-08-29,VH1057,Bus,DR0557,Hyderabad,Telangana,Petrol,25.95,97.34,2525.97,131.3,5.06,653.44,Maintenance,Mixed,0
2024-08-16,VH1058,Truck,DR0558,Pune,Maharashtra,Petrol,73.0,101.64,7419.72,141.8,7.16,1397.44,Logistics,Mixed,1
2024-03-02,VH1059,Van,DR0559,Bengaluru,Karnataka,Diesel,12.86,89.25,1147.75,150.9,11.73,873.43,Logistics,Mixed,0
2024-01-01,VH1060,Car,DR0560,Kolkata,West Bengal,Petrol,15.0,95.5,1432.5,262.6,17.51,1601.08,Sales,Highway,0
2024-10-23,VH1061,Bus,DR0561,Hyderabad,Telangana,Diesel,32.32,89.31,2886.5,136.7,4.23,1091.78,Maintenance,Urban,0
2024-02-24,VH1062,Bus,DR0562,Mumbai,Maharashtra,Petrol,17.6,99.57,1752.43,129.5,7.36,1608.27,Operations,Highway,0
2025-02-12,VH1063,Bus,DR0563,Kolkata,West Bengal,Petrol,36.34,101.21,3677.97,224.2,6.17,1436.32,Maintenance,Highway,0
2025-06-11,VH1064,Van,DR0564,Pune,Maharashtra,Petrol,13.15,104.81,1378.25,183.9,13.99,1611.02,Sales,Highway,0
2024-12-01,VH1065,Car,DR0565,Delhi,Delhi,Diesel,10.88,94.86,1032.08,176.8,16.25,1267.84,Operations,Highway,0
2025-11-14,VH1066,Car,DR0566,Bengaluru,Karnataka,Diesel,12.66,85.13,1077.75,152.0,12.01,1423.85,Administration,Highway,0
2025-11-15,VH1067,SUV,DR0567,Delhi,Delhi,Petrol,5.31,101.28,537.8,65.5,12.33,1091.79,Administration,Urban,0
2024-09-25,VH1068,Mini-Truck,DR0568,Hyderabad,Telangana,CNG,9.72,81.06,787.9,117.4,12.08,1384.96,Sales,Urban,0
2024-01-26,VH1069,SUV,DR0569,Delhi,Delhi,Petrol,13.6,99.84,1357.82,164.5,12.1,1355.31,Administration,Mixed,0
2025-01-21,VH1070,Mini-Truck,DR0570,Mumbai,Maharashtra,Petrol,5.68,102.63,582.94,68.2,12.0,1473.86,Administration,Urban,0
2025-01-21,VH1070,Mini-Truck,DR0570,Mumbai,Maharashtra,Petrol,5.68,102.63,582.94,68.2,12.0,1473.86,Administration,Urban,0
2024-05-16,VH1072,Car,DR0572,Ahmedabad,Gujarat,Petrol,6.72,98.19,659.84,137.2,20.42,1721.98,Operations,Urban,0
2024-06-07,VH1073,Car,DR0573,Hyderabad,Telangana,Petrol,10.9,98.26,1071.03,177.3,16.26,2100.76,Operations,Highway,0
2025-05-30,VH1074,Truck,DR0574,Chennai,Tamil Nadu,Petrol,26.8,98.27,2633.64,287.8,10.74,682.62,Operations,Highway,0
2024-08-03,VH1075,Mini-Truck,DR0575,Kolkata,West Bengal,CNG,14.64,76.0,1112.64,182.0,12.43,1243.84,Operations,Mixed,0
2025-10-21,VH1076,Truck,DR0576,Ahmedabad,Gujarat,Diesel,22.52,92.23,2077.02,178.8,7.94,938.98,Sales,Urban,0
2024-10-19,VH1077,Bus,DR0577,Bengaluru,Karnataka,Petrol,16.78,96.37,1617.09,115.6,6.89,1836.14,Administration,Mixed,0
2025-09-16,VH1078,Bus,DR0578,Mumbai,Maharashtra,Diesel,28.66,87.41,2505.17,193.2,6.74,1061.88,Administration,Highway,0
2024-11-03,VH1079,Van,DR0579,Mumbai,Maharashtra,Petrol,12.04,97.2,1170.29,137.3,11.4,1295.73,Administration,Urban,0
2025-04-12,VH1080,SUV,DR0580,Kolkata,West Bengal,Diesel,15.01,86.07,1291.91,197.7,13.17,582.22,Administration,Highway,0
2025-10-03,VH1081,Mini-Truck,DR0581,Mumbai,Maharashtra,Diesel,23.67,92.53,2190.19,231.3,9.77,1619.27,Maintenance,Highway,0
2024-08-26,VH1082,Car,DR0582,Hyderabad,Telangana,Diesel,12.49,88.74,1108.36,255.5,20.46,1525.05,Administration,Highway,0
2024-09-05,VH1083,Car,DR0583,Chennai,Tamil Nadu,Petrol,13.36,101.65,1358.04,176.1,13.18,993.16,Sales,Highway,0
2024-05-15,VH1084,Car,DR0584,Chennai,Tamil Nadu,Diesel,16.18,85.46,1382.74,226.8,14.02,1603.35,Operations,Highway,0
2025-02-18,VH1085,Car,DR0585,Bengaluru,Karnataka,Diesel,4.54,85.92,390.08,96.1,21.16,1225.52,Sales,Mixed,0
2025-03-16,VH1086,Truck,DR0586,Hyderabad,Telangana,Petrol,6.74,99.58,671.17,68.3,10.14,1001.58,Maintenance,Urban,0
2024-11-17,VH1087,Car,DR0587,Ahmedabad,Gujarat,Diesel,7.67,89.68,687.85,109.9,14.33,1278.16,Sales,Urban,0
2024-11-17,VH1087,Car,DR0587,Ahmedabad,Gujarat,Diesel,7.67,89.68,687.85,109.9,14.33,1278.16,Sales,Urban,0
2025-09-22,VH1089,Truck,DR0589,Pune,Maharashtra,Petrol,16.89,102.0,1722.78,178.2,10.55,1806.12,Maintenance,Mixed,0
2025-08-03,VH1090,Truck,DR0590,Mumbai,Maharashtra,Petrol,16.07,100.75,1619.05,166.0,10.33,1585.14,Operations,Urban,0
2024-01-03,VH1091,Bus,DR0591,Delhi,Delhi,Diesel,5.76,86.79,499.91,31.7,5.5,709.62,Logistics,Mixed,0
2024-09-02,VH1092,Mini-Truck,DR0592,Hyderabad,Telangana,Diesel,23.93,93.97,2248.7,211.1,8.82,387.05,Administration,Highway,0
2024-09-18,VH1093,Mini-Truck,DR0593,Bengaluru,Karnataka,Diesel,21.32,94.77,2020.5,191.2,8.97,2459.76,Sales,Highway,0
2025-01-06,VH1094,Truck,DR0594,Kolkata,West Bengal,Petrol,15.25,98.78,1506.39,135.9,8.91,1032.96,Operations,Mixed,0
